"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2024-11-04T19:35:00.000Z","159.03","159.04","159.03","159.04","0","0","0"
"2024-11-04T19:36:00.000Z","159.04","159.04","159.02","159.02","-0.01","-0.01","0"
"2024-11-04T19:37:00.000Z","159.02","159.03","159.01","159.01","-0.01","-0.01","0"
"2024-11-04T19:38:00.000Z","159.01","159.01","158.99","159.00","0","0","0"
"2024-11-04T19:39:00.000Z","159.01","159.01","158.98","159.00","0","0","0"
"2024-11-04T19:40:00.000Z","159.00","159.00","158.99","158.99","0","0","0"
"2024-11-04T19:41:00.000Z","158.99","158.99","158.98","158.98","-0.01","-0.01","0"
"2024-11-04T19:42:00.000Z","158.99","158.99","158.88","158.88","-0.06","-0.06","0"
"2024-11-04T19:43:00.000Z","158.88","158.88","158.85","158.85","-0.02","-0.02","0"
"2024-11-04T19:44:00.000Z","158.85","158.85","158.83","158.83","-0.02","-0.02","0"
"2024-11-04T19:45:00.000Z","158.83","158.83","158.81","158.82","0","0","0"
"2024-11-04T19:46:00.000Z","158.83","158.83","158.81","158.81","0","0","0"
"2024-11-04T19:47:00.000Z","158.80","158.81","158.77","158.77","-0.03","-0.02","0"
"2024-11-04T19:48:00.000Z","158.78","158.78","158.76","158.77","0","0","0"
"2024-11-04T19:49:00.000Z","158.77","158.77","158.73","158.73","-0.02","-0.02","0"
"2024-11-04T19:50:00.000Z","158.74","158.76","158.74","158.76","0.02","0.02","0"
"2024-11-04T19:51:00.000Z","158.76","158.76","158.74","158.75","-0.01","-0.01","0"
"2024-11-04T19:52:00.000Z","158.75","158.75","158.74","158.75","0","0","0"
"2024-11-04T19:53:00.000Z","158.75","158.75","158.71","158.71","-0.02","-0.02","0"
"2024-11-04T19:54:00.000Z","158.71","158.71","158.67","158.67","-0.03","-0.03","0"
"2024-11-04T19:55:00.000Z","158.66","158.66","158.62","158.62","-0.03","-0.03","0"
"2024-11-04T19:56:00.000Z","158.62","158.62","158.60","158.61","-0.01","-0.01","0"
"2024-11-04T19:57:00.000Z","158.61","158.61","158.59","158.60","0","0","0"
"2024-11-04T19:58:00.000Z","158.61","158.61","158.61","158.61","0","0","0"
"2024-11-04T19:59:00.000Z","158.60","158.60","158.60","158.60","0","0","0"
"2024-11-04T20:00:00.000Z","158.60","158.60","158.55","158.55","-0.03","-0.03","0"
"2024-11-04T20:01:00.000Z","158.53","158.53","158.50","158.51","-0.02","-0.02","0"
"2024-11-04T20:02:00.000Z","158.51","158.51","158.46","158.46","-0.03","-0.03","0"
"2024-11-04T20:03:00.000Z","158.45","158.45","158.42","158.45","-0.01","-0.01","0"
"2024-11-04T20:04:00.000Z","158.45","158.45","158.43","158.43","-0.01","-0.01","0"
"2024-11-04T20:05:00.000Z","158.43","158.44","158.42","158.43","0","0","0"
"2024-11-04T20:06:00.000Z","158.44","158.47","158.44","158.47","0.02","0.02","0"
"2024-11-04T20:07:00.000Z","158.48","158.51","158.48","158.51","0.03","0.03","0"
"2024-11-04T20:08:00.000Z","158.51","158.52","158.50","158.52","0.01","0.01","0"
"2024-11-04T20:09:00.000Z","158.52","158.54","158.52","158.54","0.01","0.01","0"
"2024-11-04T20:10:00.000Z","158.54","158.54","158.51","158.52","-0.01","-0.01","0"
"2024-11-04T20:11:00.000Z","158.51","158.51","158.50","158.51","-0.01","-0.01","0"
"2024-11-04T20:12:00.000Z","158.51","158.51","158.44","158.44","-0.04","-0.04","0"
"2024-11-04T20:13:00.000Z","158.44","158.44","158.41","158.42","-0.01","-0.01","0"
"2024-11-04T20:14:00.000Z","158.42","158.48","158.42","158.48","0.03","0.03","0"
"2024-11-04T20:15:00.000Z","158.48","158.48","158.46","158.47","-0.01","-0.01","0"
"2024-11-04T20:16:00.000Z","158.47","158.47","158.45","158.46","-0.01","-0.01","0"
"2024-11-04T20:17:00.000Z","158.46","158.48","158.46","158.47","0.01","0.01","0"
"2024-11-04T20:18:00.000Z","158.48","158.51","158.48","158.51","0.02","0.02","0"
"2024-11-04T20:19:00.000Z","158.51","158.53","158.51","158.53","0.01","0.02","0"
"2024-11-04T20:20:00.000Z","158.54","158.54","158.53","158.54","0","0","0"
"2024-11-04T20:21:00.000Z","158.54","158.54","158.53","158.54","0","0","0"
"2024-11-04T20:22:00.000Z","158.54","158.55","158.54","158.55","0.01","0.01","0"
"2024-11-04T20:23:00.000Z","158.56","158.57","158.55","158.57","0.01","0.01","0"
"2024-11-04T20:24:00.000Z","158.56","158.59","158.56","158.58","0.01","0.01","0"
"2024-11-04T20:25:00.000Z","158.59","158.61","158.59","158.59","0.01","0.01","0"
"2024-11-04T20:26:00.000Z","158.60","158.61","158.60","158.60","0.01","0.01","0"
"2024-11-04T20:27:00.000Z","158.60","158.62","158.60","158.61","0.01","0.01","0"
"2024-11-04T20:28:00.000Z","158.61","158.63","158.61","158.62","0.01","0.01","0"
"2024-11-04T20:29:00.000Z","158.62","158.69","158.62","158.67","0.03","0.03","0"
"2024-11-04T20:30:00.000Z","158.67","158.69","158.67","158.69","0.01","0.01","0"
"2024-11-04T20:31:00.000Z","158.70","158.70","158.69","158.69","0","0","0"
"2024-11-04T20:32:00.000Z","158.69","158.69","158.64","158.64","-0.03","-0.03","0"
"2024-11-04T20:33:00.000Z","158.63","158.64","158.62","158.63","-0.01","-0.01","0"
"2024-11-04T20:34:00.000Z","158.63","158.64","158.61","158.63","0.01","0.01","0"
"2024-11-04T20:35:00.000Z","158.64","158.64","158.57","158.57","-0.04","-0.04","0"
"2024-11-04T20:36:00.000Z","158.57","158.57","158.51","158.52","-0.03","-0.03","0"
"2024-11-04T20:37:00.000Z","158.51","158.52","158.48","158.48","-0.02","-0.02","0"
"2024-11-04T20:38:00.000Z","158.48","158.48","158.45","158.45","-0.02","-0.02","0"
"2024-11-04T20:39:00.000Z","158.45","158.45","158.42","158.42","-0.02","-0.02","0"
"2024-11-04T20:40:00.000Z","158.42","158.45","158.42","158.45","0.02","0.02","0"
"2024-11-04T20:41:00.000Z","158.47","158.51","158.47","158.50","0.03","0.03","0"
"2024-11-04T20:42:00.000Z","158.51","158.55","158.51","158.55","0.03","0.03","0"
"2024-11-04T20:43:00.000Z","158.54","158.55","158.54","158.54","-0.01","-0.01","0"
"2024-11-04T20:44:00.000Z","158.54","158.54","158.50","158.50","-0.03","-0.03","0"
"2024-11-04T20:45:00.000Z","158.49","158.50","158.48","158.48","-0.01","-0.01","0"
"2024-11-04T20:46:00.000Z","158.48","158.49","158.44","158.45","-0.02","-0.02","0"
"2024-11-04T20:47:00.000Z","158.44","158.44","158.41","158.41","-0.02","-0.02","0"
"2024-11-04T20:48:00.000Z","158.41","158.43","158.41","158.43","0.02","0.02","0"
"2024-11-04T20:49:00.000Z","158.45","158.49","158.45","158.47","0.02","0.02","0"
"2024-11-04T20:50:00.000Z","158.49","158.55","158.49","158.55","0.06","0.06","0"
"2024-11-04T20:51:00.000Z","158.55","158.57","158.54","158.55","0","0","0"
"2024-11-04T20:52:00.000Z","158.54","158.60","158.52","158.60","0.03","0.03","0"
"2024-11-04T20:53:00.000Z","158.61","158.68","158.61","158.68","0.05","0.05","0"
"2024-11-04T20:54:00.000Z","158.68","158.73","158.68","158.72","0.03","0.03","0"
"2024-11-04T20:55:00.000Z","158.73","158.78","158.71","158.78","0.04","0.04","0"
"2024-11-04T20:56:00.000Z","158.78","158.87","158.78","158.87","0.06","0.06","0"
"2024-11-04T20:57:00.000Z","158.87","158.88","158.86","158.87","0","0","0"
"2024-11-04T20:58:00.000Z","158.87","158.89","158.85","158.86","-0.01","-0.01","0"
"2024-11-04T20:59:00.000Z","158.87","158.98","158.87","158.98","0.08","0.08","0"
